ダウンロードした時刻：2023/09/12 09:03:16

,,,飛島,飛島,飛島
1967,7,9,,0,1
1967,7,10,,0,1
1967,7,11,,0,1
1967,7,12,,0,1
1967,7,13,,0,1
1967,7,14,,0,1
1967,7,15,,0,1
1967,7,16,,0,1
1967,7,17,,0,1
1967,7,18,,0,1
1967,7,19,,0,1
1967,7,20,,0,1
1967,7,21,,0,1
1967,7,22,,0,1
1967,7,23,,0,1
1967,7,24,,0,1
1967,7,25,,0,1
1967,7,26,,0,1
1967,7,27,,0,1
1967,7,28,,0,1
1967,7,29,,0,1
1967,7,30,,0,1
1967,7,31,,0,1
1967,8,1,,0,1
1967,8,2,,0,1
1967,8,3,,0,1
1967,8,4,,0,1
1967,8,5,,0,1
1967,8,6,,0,1
1967,8,7,,0,1
1967,8,8,,0,1
1967,8,9,,0,1
1967,8,10,,0,1
1967,8,11,,0,1
1967,8,12,,0,1
1967,8,13,,0,1
1967,8,14,,0,1
1967,8,15,,0,1
1967,8,16,,0,1
1967,8,17,,0,1
1967,8,18,,0,1
1967,8,19,,0,1
1967,8,20,,0,1
1967,8,21,,0,1
1967,8,22,,0,1
1967,8,23,,0,1
1967,8,24,,0,1
1967,8,25,,0,1
1967,8,26,,0,1
1967,8,27,,0,1
1967,8,28,,0,1
1967,8,29,,0,1
1967,8,30,,0,1
1967,8,31,,0,1
1967,9,1,,0,1
1967,9,2,,0,1
1967,9,3,,0,1
1967,9,4,,0,1
1967,9,5,,0,1
1967,9,6,,0,1
1967,9,7,,0,1
1967,9,8,,0,1
1967,9,9,,0,1
1967,9,10,,0,1
1967,9,11,,0,1
1967,9,12,,0,1
1967,9,13,,0,1
1967,9,14,,0,1
1967,9,15,,0,1
1968,7,1,,0,1
1968,7,2,,0,1
1968,7,3,,0,1
1968,7,4,,0,1
1968,7,5,,0,1
1968,7,6,,0,1
1968,7,7,,0,1
1968,7,8,,0,1
1968,7,9,,0,1
1968,7,10,,0,1
1968,7,11,,0,1
1968,7,12,,0,1
1968,7,13,,0,1
1968,7,14,,0,1
1968,7,15,,0,1
1968,7,16,,0,1
1968,7,17,,0,1
1968,7,18,,0,1
1968,7,19,,0,1
1968,7,20,,0,1
1968,7,21,,0,1
1968,7,22,,0,1
1968,7,23,,0,1
1968,7,24,,0,1
1968,7,25,,0,1
1968,7,26,,0,1
1968,7,27,,0,1
1968,7,28,,0,1
1968,7,29,,0,1
1968,7,30,,0,1
1968,7,31,,0,1
1968,8,1,,0,1
1968,8,2,,0,1
1968,8,3,,0,1
1968,8,4,,0,1
1968,8,5,,0,1
1968,8,6,,0,1
1968,8,7,,0,1
1968,8,8,,0,1
1968,8,9,,0,1
1968,8,10,,0,1
1968,8,11,,0,1
1968,8,12,,0,1
1968,8,13,,0,1
1968,8,14,,0,1
1968,8,15,,0,1
1968,8,16,,0,1
1968,8,17,,0,1
1968,8,18,,0,1
1968,8,19,,0,1
1968,8,20,,0,1
1968,8,21,,0,1
1968,8,22,,0,1
1968,8,23,,0,1
1968,8,24,,0,1
1968,8,25,,0,1
1968,8,26,,0,1
1968,8,27,,0,1
1968,8,28,,0,1
1968,8,29,,0,1
1968,8,30,,0,1
1968,8,31,,0,1
1968,9,1,,0,1
1968,9,2,,0,1
1968,9,3,,0,1
1968,9,4,,0,1
1968,9,5,,0,1
1968,9,6,,0,1
1968,9,7,,0,1
1968,9,8,,0,1
1968,9,9,,0,1
1968,9,10,,0,1
1968,9,11,,0,1
1968,9,12,,0,1
1968,9,13,,0,1
1968,9,14,,0,1
1968,9,15,,0,1
1969,7,1,,0,1
1969,7,2,,0,1
1969,7,3,,0,1
1969,7,4,,0,1
1969,7,5,,0,1
1969,7,6,,0,1
1969,7,7,,0,1
1969,7,8,,0,1
1969,7,9,,0,1
1969,7,10,,0,1
1969,7,11,,0,1
1969,7,12,,0,1
1969,7,13,,0,1
1969,7,14,,0,1
1969,7,15,,0,1
1969,7,16,,0,1
1969,7,17,,0,1
1969,7,18,,0,1
1969,7,19,,0,1
1969,7,20,,0,1
1969,7,21,,0,1
1969,7,22,,0,1
1969,7,23,,0,1
1969,7,24,,0,1
1969,7,25,,0,1
1969,7,26,,0,1
1969,7,27,,0,1
1969,7,28,,0,1
1969,7,29,,0,1
1969,7,30,,0,1
1969,7,31,,0,1
1969,8,1,,0,1
1969,8,2,,0,1
1969,8,3,,0,1
1969,8,4,,0,1
1969,8,5,,0,1
1969,8,6,,0,1
1969,8,7,,0,1
1969,8,8,,0,1
1969,8,9,,0,1
1969,8,10,,0,1
1969,8,11,,0,1
1969,8,12,,0,1
1969,8,13,,0,1
1969,8,14,,0,1
1969,8,15,,0,1
1969,8,16,,0,1
1969,8,17,,0,1
1969,8,18,,0,1
1969,8,19,,0,1
1969,8,20,,0,1
1969,8,21,,0,1
1969,8,22,,0,1
1969,8,23,,0,1
1969,8,24,,0,1
1969,8,25,,0,1
1969,8,26,,0,1
1969,8,27,,0,1
1969,8,28,,0,1
1969,8,29,,0,1
1969,8,30,,0,1
1969,8,31,,0,1
1969,9,1,,0,1
1969,9,2,,0,1
1969,9,3,,0,1
1969,9,4,,0,1
1969,9,5,,0,1
1969,9,6,,0,1
1969,9,7,,0,1
1969,9,8,,0,1
1969,9,9,,0,1
1969,9,10,,0,1
1969,9,11,,0,1
1969,9,12,,0,1
1969,9,13,,0,1
1969,9,14,,0,1
1969,9,15,,0,1
1970,7,1,,0,1
1970,7,2,,0,1
1970,7,3,,0,1
1970,7,4,,0,1
1970,7,5,,0,1
1970,7,6,,0,1
1970,7,7,,0,1
1970,7,8,,0,1
1970,7,9,,0,1
1970,7,10,,0,1
1970,7,11,,0,1
1970,7,12,,0,1
1970,7,13,,0,1
1970,7,14,,0,1
1970,7,15,,0,1
1970,7,16,,0,1
1970,7,17,,0,1
1970,7,18,,0,1
1970,7,19,,0,1
1970,7,20,,0,1
1970,7,21,,0,1
1970,7,22,,0,1
1970,7,23,,0,1
1970,7,24,,0,1
1970,7,25,,0,1
1970,7,26,,0,1
1970,7,27,,0,1
1970,7,28,,0,1
1970,7,29,,0,1
1970,7,30,,0,1
1970,7,31,,0,1
1970,8,1,,0,1
1970,8,2,,0,1
1970,8,3,,0,1
1970,8,4,,0,1
1970,8,5,,0,1
1970,8,6,,0,1
1970,8,7,,0,1
1970,8,8,,0,1
1970,8,9,,0,1
1970,8,10,,0,1
1970,8,11,,0,1
1970,8,12,,0,1
1970,8,13,,0,1
1970,8,14,,0,1
1970,8,15,,0,1
1970,8,16,,0,1
1970,8,17,,0,1
1970,8,18,,0,1
1970,8,19,,0,1
1970,8,20,,0,1
1970,8,21,,0,1
1970,8,22,,0,1
1970,8,23,,0,1
1970,8,24,,0,1
1970,8,25,,0,1
1970,8,26,,0,1
1970,8,27,,0,1
1970,8,28,,0,1
1970,8,29,,0,1
1970,8,30,,0,1
1970,8,31,,0,1
1970,9,1,,0,1
1970,9,2,,0,1
1970,9,3,,0,1
1970,9,4,,0,1
1970,9,5,,0,1
1970,9,6,,0,1
1970,9,7,,0,1
1970,9,8,,0,1
1970,9,9,,0,1
1970,9,10,,0,1
1970,9,11,,0,1
1970,9,12,,0,1
1970,9,13,,0,1
1970,9,14,,0,1
1970,9,15,,0,1
1971,7,1,,0,1
1971,7,2,,0,1
1971,7,3,,0,1
1971,7,4,,0,1
1971,7,5,,0,1
1971,7,6,,0,1
1971,7,7,,0,1
1971,7,8,,0,1
1971,7,9,,0,1
1971,7,10,,0,1
1971,7,11,,0,1
1971,7,12,,0,1
1971,7,13,,0,1
1971,7,14,,0,1
1971,7,15,,0,1
1971,7,16,,0,1
1971,7,17,,0,1
1971,7,18,,0,1
1971,7,19,,0,1
1971,7,20,,0,1
1971,7,21,,0,1
1971,7,22,,0,1
1971,7,23,,0,1
1971,7,24,,0,1
1971,7,25,,0,1
1971,7,26,,0,1
1971,7,27,,0,1
1971,7,28,,0,1
1971,7,29,,0,1
1971,7,30,,0,1
1971,7,31,,0,1
1971,8,1,,0,1
1971,8,2,,0,1
1971,8,3,,0,1
1971,8,4,,0,1
1971,8,5,,0,1
1971,8,6,,0,1
1971,8,7,,0,1
1971,8,8,,0,1
1971,8,9,,0,1
1971,8,10,,0,1
1971,8,11,,0,1
1971,8,12,,0,1
1971,8,13,,0,1
1971,8,14,,0,1
1971,8,15,,0,1
1971,8,16,,0,1
1971,8,17,,0,1
1971,8,18,,0,1
1971,8,19,,0,1
1971,8,20,,0,1
1971,8,21,,0,1
1971,8,22,,0,1
1971,8,23,,0,1
1971,8,24,,0,1
1971,8,25,,0,1
1971,8,26,,0,1
1971,8,27,,0,1
1971,8,28,,0,1
1971,8,29,,0,1
1971,8,30,,0,1
1971,8,31,,0,1
1971,9,1,,0,1
1971,9,2,,0,1
1971,9,3,,0,1
1971,9,4,,0,1
1971,9,5,,0,1
1971,9,6,,0,1
1971,9,7,,0,1
1971,9,8,,0,1
1971,9,9,,0,1
1971,9,10,,0,1
1971,9,11,,0,1
1971,9,12,,0,1
1971,9,13,,0,1
1971,9,14,,0,1
1971,9,15,,0,1
1972,7,1,,0,1
1972,7,2,,0,1
1972,7,3,,0,1
1972,7,4,,0,1
1972,7,5,,0,1
1972,7,6,,0,1
1972,7,7,,0,1
1972,7,8,,0,1
1972,7,9,,0,1
1972,7,10,,0,1
1972,7,11,,0,1
1972,7,12,,0,1
1972,7,13,,0,1
1972,7,14,,0,1
1972,7,15,,0,1
1972,7,16,,0,1
1972,7,17,,0,1
1972,7,18,,0,1
1972,7,19,,0,1
1972,7,20,,0,1
1972,7,21,,0,1
1972,7,22,,0,1
1972,7,23,,0,1
1972,7,24,,0,1
1972,7,25,,0,1
1972,7,26,,0,1
1972,7,27,,0,1
1972,7,28,,0,1
1972,7,29,,0,1
1972,7,30,,0,1
1972,7,31,,0,1
1972,8,1,,0,1
1972,8,2,,0,1
1972,8,3,,0,1
1972,8,4,,0,1
1972,8,5,,0,1
1972,8,6,,0,1
1972,8,7,,0,1
1972,8,8,,0,1
1972,8,9,,0,1
1972,8,10,,0,1
1972,8,11,,0,1
1972,8,12,,0,1
1972,8,13,,0,1
1972,8,14,,0,1
1972,8,15,,0,1
1972,8,16,,0,1
1972,8,17,,0,1
1972,8,18,,0,1
1972,8,19,,0,1
1972,8,20,,0,1
1972,8,21,,0,1
1972,8,22,,0,1
1972,8,23,,0,1
1972,8,24,,0,1
1972,8,25,,0,1
1972,8,26,,0,1
1972,8,27,,0,1
1972,8,28,,0,1
1972,8,29,,0,1
1972,8,30,,0,1
1972,8,31,,0,1
1972,9,1,,0,1
1972,9,2,,0,1
1972,9,3,,0,1
1972,9,4,,0,1
1972,9,5,,0,1
1972,9,6,,0,1
1972,9,7,,0,1
1972,9,8,,0,1
1972,9,9,,0,1
1972,9,10,,0,1
1972,9,11,,0,1
1972,9,12,,0,1
1972,9,13,,0,1
1972,9,14,,0,1
1972,9,15,,0,1
1973,7,1,,0,1
1973,7,2,,0,1
1973,7,3,,0,1
1973,7,4,,0,1
1973,7,5,,0,1
1973,7,6,,0,1
1973,7,7,,0,1
1973,7,8,,0,1
1973,7,9,,0,1
1973,7,10,,0,1
1973,7,11,,0,1
1973,7,12,,0,1
1973,7,13,,0,1
1973,7,14,,0,1
1973,7,15,,0,1
1973,7,16,,0,1
1973,7,17,,0,1
1973,7,18,,0,1
1973,7,19,,0,1
1973,7,20,,0,1
1973,7,21,,0,1
1973,7,22,,0,1
1973,7,23,,0,1
1973,7,24,,0,1
1973,7,25,,0,1
1973,7,26,,0,1
1973,7,27,,0,1
1973,7,28,,0,1
1973,7,29,,0,1
1973,7,30,,0,1
1973,7,31,,0,1
1973,8,1,,0,1
1973,8,2,,0,1
1973,8,3,,0,1
1973,8,4,,0,1
1973,8,5,,0,1
1973,8,6,,0,1
1973,8,7,,0,1
1973,8,8,,0,1
1973,8,9,,0,1
1973,8,10,,0,1
1973,8,11,,0,1
1973,8,12,,0,1
1973,8,13,,0,1
1973,8,14,,0,1
1973,8,15,,0,1
1973,8,16,,0,1
1973,8,17,,0,1
1973,8,18,,0,1
1973,8,19,,0,1
1973,8,20,,0,1
1973,8,21,,0,1
1973,8,22,,0,1
1973,8,23,,0,1
1973,8,24,,0,1
1973,8,25,,0,1
1973,8,26,,0,1
1973,8,27,,0,1
1973,8,28,,0,1
1973,8,29,,0,1
1973,8,30,,0,1
1973,8,31,,0,1
1973,9,1,,0,1
1973,9,2,,0,1
1973,9,3,,0,1
1973,9,4,,0,1
1973,9,5,,0,1
1973,9,6,,0,1
1973,9,7,,0,1
1973,9,8,,0,1
1973,9,9,,0,1
1973,9,10,,0,1
1973,9,11,,0,1
1973,9,12,,0,1
1973,9,13,,0,1
1973,9,14,,0,1
1973,9,15,,0,1
1974,7,1,,0,1
1974,7,2,,0,1
1974,7,3,,0,1
1974,7,4,,0,1
1974,7,5,,0,1
1974,7,6,,0,1
1974,7,7,,0,1
1974,7,8,,0,1
1974,7,9,,0,1
1974,7,10,,0,1
1974,7,11,,0,1
1974,7,12,,0,1
1974,7,13,,0,1
1974,7,14,,0,1
1974,7,15,,0,1
1974,7,16,,0,1
1974,7,17,,0,1
1974,7,18,,0,1
1974,7,19,,0,1
1974,7,20,,0,1
1974,7,21,,0,1
1974,7,22,,0,1
1974,7,23,,0,1
1974,7,24,,0,1
1974,7,25,,0,1
1974,7,26,,0,1
1974,7,27,,0,1
1974,7,28,,0,1
1974,7,29,,0,1
1974,7,30,,0,1
1974,7,31,,0,1
1974,8,1,,0,1
1974,8,2,,0,1
1974,8,3,,0,1
1974,8,4,,0,1
1974,8,5,,0,1
1974,8,6,,0,1
1974,8,7,,0,1
1974,8,8,,0,1
1974,8,9,,0,1
1974,8,10,,0,1
1974,8,11,,0,1
1974,8,12,,0,1
1974,8,13,,0,1
1974,8,14,,0,1
1974,8,15,,0,1
1974,8,16,,0,1
1974,8,17,,0,1
1974,8,18,,0,1
1974,8,19,,0,1
1974,8,20,,0,1
1974,8,21,,0,1
1974,8,22,,0,1
1974,8,23,,0,1
1974,8,24,,0,1
1974,8,25,,0,1
1974,8,26,,0,1
1974,8,27,,0,1
1974,8,28,,0,1
1974,8,29,,0,1
1974,8,30,,0,1
1974,8,31,,0,1
1974,9,1,,0,1
1974,9,2,,0,1
1974,9,3,,0,1
1974,9,4,,0,1
1974,9,5,,0,1
1974,9,6,,0,1
1974,9,7,,0,1
1974,9,8,,0,1
1974,9,9,,0,1
1974,9,10,,0,1
1974,9,11,,0,1
1974,9,12,,0,1
1974,9,13,,0,1
1974,9,14,,0,1
1974,9,15,,0,1
1975,7,1,,0,1
1975,7,2,,0,1
1975,7,3,,0,1
1975,7,4,,0,1
1975,7,5,,0,1
1975,7,6,,0,1
1975,7,7,,0,1
1975,7,8,,0,1
1975,7,9,,0,1
1975,7,10,,0,1
1975,7,11,,0,1
1975,7,12,,0,1
1975,7,13,,0,1
1975,7,14,,0,1
1975,7,15,,0,1
1975,7,16,,0,1
1975,7,17,,0,1
1975,7,18,,0,1
1975,7,19,,0,1
1975,7,20,,0,1
1975,7,21,,0,1
1975,7,22,,0,1
1975,7,23,,0,1
1975,7,24,,0,1
1975,7,25,,0,1
1975,7,26,,0,1
1975,7,27,,0,1
1975,7,28,,0,1
1975,7,29,,0,1
1975,7,30,,0,1
1975,7,31,,0,1
1975,8,1,,0,1
1975,8,2,,0,1
1975,8,3,,0,1
1975,8,4,,0,1
1975,8,5,,0,1
1975,8,6,,0,1
1975,8,7,,0,1
1975,8,8,,0,1
1975,8,9,,0,1
1975,8,10,,0,1
1975,8,11,,0,1
1975,8,12,,0,1
1975,8,13,,0,1
1975,8,14,,0,1
1975,8,15,,0,1
1975,8,16,,0,1
1975,8,17,,0,1
1975,8,18,,0,1
1975,8,19,,0,1
1975,8,20,,0,1
1975,8,21,,0,1
1975,8,22,,0,1
1975,8,23,,0,1
1975,8,24,,0,1
1975,8,25,,0,1
1975,8,26,,0,1
1975,8,27,,0,1
1975,8,28,,0,1
1975,8,29,,0,1
1975,8,30,,0,1
1975,8,31,,0,1
1975,9,1,,0,1
1975,9,2,,0,1
1975,9,3,,0,1
1975,9,4,,0,1
1975,9,5,,0,1
1975,9,6,,0,1
1975,9,7,,0,1
1975,9,8,,0,1
1975,9,9,,0,1
1975,9,10,,0,1
1975,9,11,,0,1
1975,9,12,,0,1
1975,9,13,,0,1
1975,9,14,,0,1
1975,9,15,,0,1
1976,7,1,,0,1
1976,7,2,,0,1
1976,7,3,,0,1
1976,7,4,,0,1
1976,7,5,,0,1
1976,7,6,,0,1
1976,7,7,,0,1
1976,7,8,,0,1
1976,7,9,,0,1
1976,7,10,,0,1
1976,7,11,,0,1
1976,7,12,,0,1
1976,7,13,,0,1
1976,7,14,,0,1
1976,7,15,,0,1
1976,7,16,,0,1
1976,7,17,,0,1
1976,7,18,,0,1
1976,7,19,,0,1
1976,7,20,,0,1
1976,7,21,,0,1
1976,7,22,,0,1
1976,7,23,,0,1
1976,7,24,,0,1
1976,7,25,,0,1
1976,7,26,,0,1
1976,7,27,,0,1
1976,7,28,,0,1
1976,7,29,,0,1
1976,7,30,,0,1
1976,7,31,,0,1
1976,8,1,,0,1
1976,8,2,,0,1
1976,8,3,,0,1
1976,8,4,,0,1
1976,8,5,,0,1
1976,8,6,,0,1
1976,8,7,,0,1
1976,8,8,,0,1
1976,8,9,,0,1
1976,8,10,,0,1
1976,8,11,,0,1
1976,8,12,,0,1
1976,8,13,,0,1
1976,8,14,,0,1
1976,8,15,,0,1
1976,8,16,,0,1
1976,8,17,,0,1
1976,8,18,,0,1
1976,8,19,,0,1
1976,8,20,,0,1
1976,8,21,,0,1
1976,8,22,,0,1
1976,8,23,,0,1
1976,8,24,,0,1
1976,8,25,,0,1
1976,8,26,,0,1
1976,8,27,,0,1
1976,8,28,,0,1
1976,8,29,,0,1
1976,8,30,,0,1
1976,8,31,,0,1
1976,9,1,,0,1
1976,9,2,,0,1
1976,9,3,,0,1
1976,9,4,,0,1
1976,9,5,,0,1
1976,9,6,,0,1
1976,9,7,,0,1
1976,9,8,,0,1
1976,9,9,,0,1
1976,9,10,,0,1
1976,9,11,,0,1
1976,9,12,,0,1
1976,9,13,,0,1
1976,9,14,,0,1
1976,9,15,,0,1
1977,7,1,,0,1
1977,7,2,,0,1
1977,7,3,,0,1
1977,7,4,,0,1
1977,7,5,,0,1
1977,7,6,,0,1
1977,7,7,,0,1
1977,7,8,,0,1
1977,7,9,,0,1
1977,7,10,,0,1
1977,7,11,,0,1
1977,7,12,,0,1
1977,7,13,,0,1
1977,7,14,,0,1
1977,7,15,,0,1
1977,7,16,,0,1
1977,7,17,,0,1
1977,7,18,,0,1
1977,7,19,,0,1
1977,7,20,,0,1
1977,7,21,,0,1
1977,7,22,,0,1
1977,7,23,,0,1
1977,7,24,,0,1
1977,7,25,,0,1
1977,7,26,,0,1
1977,7,27,,0,1
1977,7,28,,0,1
1977,7,29,,0,1
1977,7,30,,0,1
1977,7,31,,0,1
1977,8,1,,0,1
1977,8,2,,0,1
1977,8,3,,0,1
1977,8,4,,0,1
1977,8,5,,0,1
1977,8,6,,0,1
1977,8,7,,0,1
1977,8,8,,0,1
1977,8,9,,0,1
1977,8,10,,0,1
1977,8,11,,0,1
1977,8,12,,0,1
1977,8,13,,0,1
1977,8,14,,0,1
1977,8,15,,0,1
1977,8,16,,0,1
1977,8,17,,0,1
1977,8,18,,0,1
1977,8,19,,0,1
1977,8,20,,0,1
1977,8,21,,0,1
1977,8,22,,0,1
1977,8,23,,0,1
1977,8,24,,0,1
1977,8,25,,0,1
1977,8,26,,0,1
1977,8,27,,0,1
1977,8,28,,0,1
1977,8,29,,0,1
1977,8,30,,0,1
1977,8,31,,0,1
1977,9,1,,0,1
1977,9,2,,0,1
1977,9,3,,0,1
1977,9,4,,0,1
1977,9,5,,0,1
1977,9,6,,0,1
1977,9,7,,0,1
1977,9,8,,0,1
1977,9,9,,0,1
1977,9,10,,0,1
1977,9,11,,0,1
1977,9,12,,0,1
1977,9,13,,0,1
1977,9,14,,0,1
1977,9,15,,0,1
1978,7,1,,0,1
1978,7,2,,0,1
1978,7,3,,0,1
1978,7,4,,0,1
1978,7,5,,0,1
1978,7,6,,0,1
1978,7,7,,0,1
1978,7,8,,0,1
1978,7,9,,0,1
1978,7,10,,0,1
1978,7,11,,0,1
1978,7,12,,0,1
1978,7,13,,0,1
1978,7,14,,0,1
1978,7,15,,0,1
1978,7,16,,0,1
1978,7,17,,0,1
1978,7,18,,0,1
1978,7,19,,0,1
1978,7,20,,0,1
1978,7,21,,0,1
1978,7,22,,0,1
1978,7,23,,0,1
1978,7,24,,0,1
1978,7,25,,0,1
1978,7,26,,0,1
1978,7,27,,0,1
1978,7,28,,0,1
1978,7,29,,0,1
1978,7,30,,0,1
1978,7,31,,0,1
1978,8,1,,0,1
1978,8,2,,0,1
1978,8,3,,0,1
1978,8,4,,0,1
1978,8,5,,0,1
1978,8,6,,0,1
1978,8,7,,0,1
1978,8,8,,0,1
1978,8,9,,0,1
1978,8,10,,0,1
1978,8,11,,0,1
1978,8,12,,0,1
1978,8,13,,0,1
1978,8,14,,0,1
1978,8,15,,0,1
1978,8,16,,0,1
1978,8,17,,0,1
1978,8,18,,0,1
1978,8,19,,0,1
1978,8,20,,0,1
1978,8,21,,0,1
1978,8,22,,0,1
1978,8,23,,0,1
1978,8,24,,0,1
1978,8,25,,0,1
1978,8,26,,0,1
1978,8,27,,0,1
1978,8,28,,0,1
1978,8,29,,0,1
1978,8,30,,0,1
1978,8,31,,0,1
1978,9,1,,0,1
1978,9,2,,0,1
1978,9,3,,0,1
1978,9,4,,0,1
1978,9,5,,0,1
1978,9,6,,0,1
1978,9,7,,0,1
1978,9,8,,0,1
1978,9,9,,0,1
1978,9,10,,0,1
1978,9,11,,0,1
1978,9,12,,0,1
1978,9,13,,0,1
1978,9,14,,0,1
1978,9,15,,0,1
1979,7,1,21.6,8,1
1979,7,2,21.2,8,1
1979,7,3,17.8,8,1
1979,7,4,21.7,8,1
1979,7,5,19.9,8,1
1979,7,6,22.7,8,1
1979,7,7,26.8,8,1
1979,7,8,25.8,8,1
1979,7,9,24.8,8,1
1979,7,10,26.0,8,1
1979,7,11,22.3,8,1
1979,7,12,23.6,8,1
1979,7,13,23.3,8,1
1979,7,14,21.6,8,1
1979,7,15,23.1,8,1
1979,7,16,22.8,8,1
1979,7,17,22.8,8,1
1979,7,18,23.7,8,1
1979,7,19,26.2,8,1
1979,7,20,25.4,4,1
1979,7,21,24.9,8,1
1979,7,22,23.5,8,1
1979,7,23,25.4,8,1
1979,7,24,24.6,8,1
1979,7,25,26.1,8,1
1979,7,26,25.3,8,1
1979,7,27,25.3,8,1
1979,7,28,25.0,8,1
1979,7,29,24.2,8,1
1979,7,30,25.5,8,1
1979,7,31,24.9,8,1
1979,8,1,26.4,8,1
1979,8,2,25.2,8,1
1979,8,3,25.3,8,1
1979,8,4,25.0,8,1
1979,8,5,24.3,8,1
1979,8,6,27.8,8,1
1979,8,7,25.0,8,1
1979,8,8,25.9,8,1
1979,8,9,25.7,8,1
1979,8,10,26.4,4,1
1979,8,11,26.5,8,1
1979,8,12,27.7,8,1
1979,8,13,28.0,8,1
1979,8,14,29.1,8,1
1979,8,15,30.1,8,1
1979,8,16,30.3,8,1
1979,8,17,30.3,8,1
1979,8,18,30.7,8,1
1979,8,19,27.7,8,1
1979,8,20,28.7,8,1
1979,8,21,27.2,8,1
1979,8,22,27.6,8,1
1979,8,23,25.9,8,1
1979,8,24,26.2,8,1
1979,8,25,26.6,8,1
1979,8,26,26.0,8,1
1979,8,27,28.7,8,1
1979,8,28,24.7,8,1
1979,8,29,24.6,8,1
1979,8,30,22.7,8,1
1979,8,31,25.6,8,1
1979,9,1,26.7,8,1
1979,9,2,24.6,8,1
1979,9,3,24.5,8,1
1979,9,4,26.1,8,1
1979,9,5,23.3,8,1
1979,9,6,24.5,8,1
1979,9,7,24.2,8,1
1979,9,8,24.8,8,1
1979,9,9,23.4,8,1
1979,9,10,25.0,8,1
1979,9,11,22.8,8,1
1979,9,12,23.2,8,1
1979,9,13,24.7,8,1
1979,9,14,22.7,8,1
1979,9,15,23.2,8,1
1980,7,1,23.0,8,1
1980,7,2,21.8,8,1
1980,7,3,21.6,8,1
1980,7,4,20.9,8,1
1980,7,5,22.3,8,1
1980,7,6,21.6,8,1
1980,7,7,21.6,8,1
1980,7,8,23.4,8,1
1980,7,9,24.0,8,1
1980,7,10,25.0,8,1
1980,7,11,24.0,8,1
1980,7,12,22.4,8,1
1980,7,13,23.9,8,1
1980,7,14,22.9,8,1
1980,7,15,21.3,8,1
1980,7,16,20.6,8,1
1980,7,17,20.9,4,1
1980,7,18,21.2,8,1
1980,7,19,20.8,8,1
1980,7,20,23.2,8,1
1980,7,21,24.7,8,1
1980,7,22,24.8,8,1
1980,7,23,25.4,8,1
1980,7,24,24.7,8,1
1980,7,25,24.5,8,1
1980,7,26,25.1,8,1
1980,7,27,23.9,8,1
1980,7,28,24.8,8,1
1980,7,29,25.0,8,1
1980,7,30,26.1,8,1
1980,7,31,21.9,8,1
1980,8,1,22.4,8,1
1980,8,2,26.3,8,1
1980,8,3,26.3,8,1
1980,8,4,25.3,8,1
1980,8,5,25.7,8,1
1980,8,6,25.0,8,1
1980,8,7,25.4,8,1
1980,8,8,27.1,8,1
1980,8,9,26.5,8,1
1980,8,10,27.0,8,1
1980,8,11,27.1,8,1
1980,8,12,27.3,8,1
1980,8,13,27.6,8,1
1980,8,14,27.2,8,1
1980,8,15,25.3,8,1
1980,8,16,23.3,8,1
1980,8,17,25.3,8,1
1980,8,18,24.1,8,1
1980,8,19,25.5,8,1
1980,8,20,24.4,8,1
1980,8,21,25.0,8,1
1980,8,22,25.6,8,1
1980,8,23,23.1,8,1
1980,8,24,25.2,8,1
1980,8,25,25.2,8,1
1980,8,26,21.6,8,1
1980,8,27,21.9,8,1
1980,8,28,21.7,8,1
1980,8,29,25.4,8,1
1980,8,30,22.7,8,1
1980,8,31,24.0,8,1
1980,9,1,25.0,8,1
1980,9,2,24.1,8,1
1980,9,3,24.4,8,1
1980,9,4,25.0,8,1
1980,9,5,25.5,8,1
1980,9,6,25.6,8,1
1980,9,7,22.7,8,1
1980,9,8,20.8,8,1
1980,9,9,23.1,8,1
1980,9,10,24.6,8,1
1980,9,11,29.6,8,1
1980,9,12,27.5,8,1
1980,9,13,24.6,8,1
1980,9,14,24.2,8,1
1980,9,15,25.0,8,1
1981,7,1,21.8,8,1
1981,7,2,22.4,8,1
1981,7,3,24.9,8,1
1981,7,4,23.8,8,1
1981,7,5,22.6,8,1
1981,7,6,23.2,8,1
1981,7,7,21.7,8,1
1981,7,8,23.0,8,1
1981,7,9,27.0,8,1
1981,7,10,23.9,8,1
1981,7,11,22.2,8,1
1981,7,12,25.0,8,1
1981,7,13,26.7,8,1
1981,7,14,25.2,8,1
1981,7,15,27.5,4,1
1981,7,16,27.1,8,1
1981,7,17,26.9,8,1
1981,7,18,25.4,8,1
1981,7,19,27.9,8,1
1981,7,20,27.8,8,1
1981,7,21,28.5,8,1
1981,7,22,26.2,8,1
1981,7,23,27.4,8,1
1981,7,24,24.4,8,1
1981,7,25,25.9,8,1
1981,7,26,25.9,8,1
1981,7,27,26.4,8,1
1981,7,28,28.2,8,1
1981,7,29,29.5,8,1
1981,7,30,32.7,8,1
1981,7,31,31.6,8,1
1981,8,1,30.3,8,1
1981,8,2,30.8,8,1
1981,8,3,29.1,8,1
1981,8,4,26.9,8,1
1981,8,5,23.9,8,1
1981,8,6,23.9,8,1
1981,8,7,23.9,8,1
1981,8,8,24.6,8,1
1981,8,9,26.9,8,1
1981,8,10,27.5,8,1
1981,8,11,25.5,8,1
1981,8,12,25.1,8,1
